"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,81,"PYF","French Polynesia","FRENCH POLYNESIA","French Polynesia","Polynésie Française","","Society Islands","","Polynésie Française ","Polinesia Francesa ","<U+0424><U+0440><U+0430><U+043D><U+0446><U+0443><U+0437><U+0441><U+043A><U+0430><U+044F> <U+041F><U+043E><U+043B><U+0438><U+043D><U+0435><U+0437><U+0438><U+044F>","<U+0628><U+0648><U+0644><U+064A><U+0646><U+064A><U+0632><U+064A><U+0627> <U+0627><U+0644><U+0641><U+0631><U+0646><U+0633><U+064A><U+0629>","<U+6CD5><U+5C5E><U+6CE2><U+5229><U+5C3C><U+897F><U+4E9A> ","","","France","PF","","FP","258","1903","Present","233341","3023.553","77.1744368297827","Polynesia","Oceania","1","","","","","High income: nonOECD","Debt not classified","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
