"","Sample","depth_m","reef_zone","month","response","bleaching_status","clade_A","clade_C","clade_D","A1","3040_A","A1ee","3042_A","3112_A","3041_A","3113_A","A1cl","3070_A","3132_A","A1bv","3188_A","3139_A","3311_A","2964_A","3071_A","3241_A","A1z","C3ae","C1","C3","C3f","C3g","C3bj","C1c","C21","C3p","C21.12","3043_C","C3.10","C3h","C1b","C3k","C50f","C3cv","3045_C","1855_C","3050_C","3046_C","C3j","3049_C","3054_C","2460_C","C3ch","3056_C","C3.11","C1al","3048_C","C3cp","C42.2","1752_C","C3b","3055_C","3057_C","3018_C","3058_C","C3ba","C72k","C3.9","3064_C","C1bh","3020_C","3051_C","3047_C","3025_C","3059_C","3044_C","3052_C","C1br","3053_C","C1w","C116","3063_C","3028_C","3066_C","3061_C","3027_C","3060_C","3069_C","3067_C","3062_C","C1cb","1482_C","3023_C","3065_C","3138_C","1534_C","3068_C","3086_C","C3v","3084_C","C3cg","3104_C","3097_C","3029_C","C1n","C1h","D1","D6","D4","D2d","D1d","D2.2","D1b","D6c","D2","3030_D","3074_D","D1u","3031_D","3033_D","3034_D","3098_D","3032_D","3035_D","3079_D","D4d","3076_D","3172_D","3108_D","D4c","3173_D","3087_D","3174_D","3015_D","3169_D","D2c","3124_D","3192_D"
"69","27NBOb2",1,"backreef","October","unknown","healthy",6041.12207369603,332998.436257391,0,0,0,0,0,2504.85549397152,0,1178.75552657484,0,0,0,0,0,0,0,0,0,0,0,1181702.41539127,7226066.06678538,790208.236127605,245181.149527566,0,145576.307531992,1406402.6876446,112865.84166954,284227.426345357,0,0,0,0,369834.546462855,0,0,80892.0980111981,0,0,0,0,0,0,0,0,0,0,0,177697.395631156,0,0,162078.88490404,0,0,0,0,0,0,0,196852.172937998,0,0,92384.9643953027,0,0,0,130252.485686519,0,0,0,67041.7205739438,0,89585.4200196875,0,0,105351.275187626,0,0,97394.6753832458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473.44440821854,0,0,0,0,0,0,589.377763287418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","280Mc2",5,"crest","May","died","bleached",63229.7674341952,2388.22705186734,62530.7741507218,422890.936501388,25571.5042870674,2300.85289143317,24668.637962581,0,0,0,0,0,0,0,0,12989.6251845468,0,0,0,0,0,26124.8739698172,0,465.995522315579,0,0,6494.81259227339,0,0,0,0,145.623600723619,0,0,0,174.748320868342,0,0,0,0,0,0,0,0,0,0,5504.57210735278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102169.518267691,0,0,70161.4508286394,0,0,0,0,0,0,0,0,0,0,0,20882.4243437669,0,0,0,0,17154.4601652423,0,0,0,0,0,0,0,0,0,0,0
"71","283Mc2",5,"crest","May","unknown","bleached",5484.94484567641,112.925335058044,3839.46139197349,38749.5221156316,4033.04768064442,0,935.667061909506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.494484567641,709.816391793418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.494484567641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6662.59476842458,0,0,3355.49567029616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","28NBOb2",1,"backreef","October","unknown","healthy",0,998650.760184245,0,61024.6690263557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15679989.5657877,319721.403212593,0,0,0,2192580.46125283,0,0,0,0,0,0,983095.452393213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289568.037340747,0,0,569324.265151766,0,0,0,0,0,0,0,470009.607716716,0,0,477906.917826009,0,0,0,292439.786471399,0,0,0,260132.608751564,0,177809.133672872,0,0,194321.691174121,0,0,189296.13019548,0,0,0,0,187620.9432026,0,0,0,102904.343848365,0,0,0,0,0,0,0,0,115348.59008119,0,0,2632.4367030977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","291Mc",5,"crest","May","resistant","healthy",3194.37611275427,0,0,38476.7864505986,2400.02541096416,1748.25047616201,412.451325929484,0,0,0,0,381.899375860633,0,220.652972719477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","292Mc",5,"crest","May","unknown","bleached",246183.847326041,392500.662246236,0,4865614.71837789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922028.182909796,137026.858417325,262441.271206063,146316.814920194,46449.7825143474,62707.206394369,30192.3586343258,0,104512.010657282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123091.923663021,0,0,0,0,0,0,46449.7825143474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16257.4238800216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","293Mc",5,"crest","May","resistant","healthy",4658.23703999912,0,0,49718.4166839262,3555.48205795997,1224.97467778152,366.659087227122,0,736.095894812025,0,0,0,0,0,0,0,0,0,0,0,0,47.2212460822808,0,11.1108814311249,11.1108814311249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","294Mc",5,"crest","May","resistant","healthy",4332.30155627003,40.2380949498765,0,43676.2166183715,3290.58198701212,1242.9100440073,442.619044448641,0,599.100524809272,0,0,0,0,0,0,0,0,0,0,0,0,125.185184288505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.957670260384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","295Mc2",5,"crest","May","resistant","healthy",24385694.4066189,628467.190085207,0,232826663.878594,19287911.0071661,5189232.18562615,1877618.69483661,0,3220164.70461615,0,0,0,0,0,0,0,0,0,0,0,0,3041158.56997888,0,385252.333241087,256834.888827391,0,307423.579050968,0,93394.5050281422,0,48642.9713688241,64208.7222068478,52534.40907833,0,0,140091.757542213,0,0,0,56425.8467878359,31131.5016760474,0,0,35022.9393855533,31131.5016760474,42805.8148045652,0,33077.2205308004,29185.7828212945,0,29185.7828212945,0,0,21402.9074022826,25294.3451117885,0,0,21402.9074022826,0,0,0,0,27240.0639665415,0,40860.0959498122,25294.3451117885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19457.1885475296,0,0,0,0,0,0,0,0,40860.0959498122,0,0,0,0,7782.87541901185,0,0,9728.59427376482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","296Mc2",5,"crest","May","resistant","healthy",4234215.61306605,1524.19568504898,0,46567988.6674588,3201954.08536663,1116854.38821964,410008.639278174,0,622252.888421244,0,0,0,0,0,0,0,0,0,0,0,0,33151.2561498152,0,4191.53813388468,2667.34244883571,3810.48921262244,3810.48921262244,0,1524.19568504898,2667.34244883571,2667.34244883571,0,1524.19568504898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524.19568504898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524.19568504898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","29BNMb2",1,"backreef","May","unknown","healthy",14001.7702996903,36.6538489520689,85.5256475548275,709441.355442119,0,20739.9695320457,4343.48110082017,0,9658.28919887016,0,0,0,0,0,0,0,0,0,0,0,0,24.4358993013793,342.10259021931,36.6538489520689,0,0,0,0,0,0,0,36.6538489520689,0,0,30.5448741267241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.705144061724,97.7435972055171,79.4166727294826,164.94232028431,0,0,24.4358993013793,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4358993013793,0,0,0,0,0,0,0,0,0,0,0
"80","29NBOb",1,"backreef","October","unknown","healthy",0,1209833.65251969,0,20270.2504610807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19478959.9430815,479729.260912244,0,0,0,3075447.44495619,0,0,0,0,0,0,1231605.40301492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453077.635306008,0,0,561936.387782182,0,0,0,0,0,0,0,577326.763132262,0,0,228228.005191427,0,0,0,301801.50686498,0,0,0,246996.755618354,0,240615.380473199,0,0,182056.879141188,0,0,240990.755481738,0,0,0,0,182807.629158265,0,0,0,153153.003483721,0,0,0,0,0,0,0,157282.128577645,0,0,0,13513.5003073872,8258.2501878477,6006.00013661651,0,3003.00006830826,0,2252.25005123119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","2NBOb",1,"backreef","October","unknown","healthy",0,1003545.4391157,0,46655.6663692592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16984905.6192935,425284.343442863,0,0,0,3823970.19357274,0,0,0,0,0,0,894981.292371847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798978.286573564,0,0,424387.119089608,0,0,0,0,0,0,0,499305.352586399,0,0,253465.879794533,0,0,0,232829.719669668,0,0,0,166883.729705427,0,201426.867305744,0,0,183930.992417272,0,0,178547.646297742,0,0,0,0,128751.69469209,0,0,0,168678.178411937,0,0,0,0,0,0,0,125611.409455698,0,0,0,7177.79482603988,3140.28523639245,0,2691.67305976495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","301Af2",14,"forereef","August","recovered","recovering",3064.8560270937,1017876.56684085,482.112184037211,43045.7307176081,2376.12433561197,1894.01215157476,378.802430314951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504013.85182633,0,774650.969994075,502636.388443366,846967.797599657,106099.11707276,0,184855.585993696,0,113158.616910448,100244.897695166,114708.263216282,36640.525986828,0,41737.1405037928,0,0,63363.3156163191,66497.044812561,52791.2841520746,52860.1573212227,0,66083.8057976719,66255.9887205424,59437.5449748732,0,61469.3034647443,56338.2523632055,0,53204.5231669636,55305.1548259829,0,50242.9768935922,47419.1769585171,76518.0909236201,40187.4941979589,53652.1987664267,44905.3062846088,0,0,44285.4477622752,0,0,0,36123.9772182167,0,0,0,0,0,0,0,0,0,27824.7603358619,0,0,0,0,0,24794.3408933423,0,21419.5556050818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170.84387551894,241.056092018605,172.182922870432,1377.46338296346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.746338296346,0,0,0,0,0,0,0,0,0
"83","301Of",14,"forereef","October","recovered","healthy",0,1130238.16051233,0,3468.66823610633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579085.033943646,0,741929.879554532,537461.01511037,881954.539401562,107893.838291518,0,180005.625305307,0,116656.789624839,100591.378847084,103877.485597079,79961.9309165564,0,94749.411291536,73024.5944443437,46918.3019304909,54951.0073193687,57871.9910971424,56594.0606943664,55133.5688054795,39433.2809999456,58237.1140693641,54038.1998888144,53855.6384027035,0,56411.4992082555,60975.536361027,0,53673.0769165927,54403.3228610361,0,47831.1093610451,51664.9005693732,81239.8613193324,48013.670847156,44545.0026110497,40893.7728888325,0,0,40346.0884304999,0,0,0,29757.5222360701,30852.8911527352,0,0,34869.2438471741,63531.3971665791,0,0,0,0,26653.9769721855,0,0,27566.7844027398,0,0,27019.0999444072,0,0,0,26106.2925138529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","302Af",14,"forereef","August","recovered","recovering",0,1653633.28090037,0,16210.5328834058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005529.81915008,0,717395.543487194,1086900.33715306,1250594.93391686,215504.731273512,0,194844.248186819,0,133498.506098636,85979.3949992405,90270.4184095538,292107.445487253,0,51174.4273378104,150026.892567991,102825.635054545,55624.3775410983,51015.5005448359,53399.4024394544,58643.9866076151,165601.718279498,51174.4273378104,50856.5737518613,52604.7684745815,0,50061.9397869885,50061.9397869885,0,56101.157920022,56736.8650919203,0,49903.0129940139,49267.3058221156,100759.586745875,57849.3526427422,39413.8446576925,53240.4756464798,67861.7406001399,0,53717.2560254035,46724.4771345226,0,0,0,84707.980655444,0,60233.2545373607,106004.170914036,102348.854675621,0,70086.7157017839,0,0,0,0,0,113314.803390866,0,68020.6673931145,0,0,48949.4522361665,0,0,0,43387.0144820567,0,0,43228.0876890821,0,0,0,0,0,0,0,0,0,1430.3411367711,794.633964872833,0,1112.48755082197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","303Of",14,"forereef","October","recovered","healthy",0,1557860.10861843,0,5242.79844246587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644115.237217235,0,746724.292448353,742230.465211954,842592.606824872,169267.492571041,0,200724.283225836,0,130320.98985558,83884.7750794539,104855.968849317,155037.039655776,0,33703.7042729949,97366.2567886519,63662.552515657,64411.5237217235,61415.6388974573,57670.7828671246,65160.4949277901,71901.2357823891,59168.7252792577,43440.3299518601,53925.9268367918,0,56172.8404549914,47185.1859821928,0,52427.9844246587,53925.9268367918,0,52427.9844246587,55423.8692489249,98115.2279947184,46436.2147761263,41193.4163336604,40444.4451275938,35201.646685128,0,41942.387539727,33703.7042729949,0,0,0,61415.6388974573,0,50930.0420125256,62913.5813095904,69654.3221641894,0,50930.0420125256,0,0,31456.7906547952,0,28460.905830529,38197.5315093942,0,34452.6754790614,32205.7618608618,47185.1859821928,44189.3011579266,0,35950.6178911945,0,26962.9634183959,0,0,32954.7330669283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","304Af2",14,"forereef","August","recovered","recovering",248.050687844517,1108637.74425228,7441.5206353355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820551.675389661,0,690920.385922116,790190.271197492,1430111.43569878,196853.025873408,0,160141.52407242,0,109638.404027276,98873.0041748243,82848.9297400685,58490.352193737,0,58837.6231567193,0,0,61119.6894848889,65882.2626915036,44252.2427114617,61119.6894848889,0,65981.4829666414,50106.2389445923,57398.9291672211,0,52934.0167860198,52785.1863733131,0,49709.3578440411,45244.4454628398,0,62806.4341622316,41325.2445948965,139503.706843756,28525.8291021194,33338.012446303,30956.7258429957,0,0,30807.895430289,33635.6732717164,0,0,38547.0768910379,0,0,46286.2583517868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28922.7102026706,0,0,0,30063.7433667554,0,0,28674.6595148261,0,0,0,0,0,0,0,0,0,3869.59073037446,0,0,2381.28660330736,0,0,0,0,0,0,0,0,0,0,0,595.32165082684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","304Of",14,"forereef","October","recovered","healthy",0,1344750.11872564,0,1408.48402066053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696143.227211468,0,767271.670254824,689981.109621078,1225733.21897983,145425.9751332,0,182222.620172956,0,118312.657735485,102467.212503054,115143.568688998,118840.839243232,0,33627.5559932702,78346.9236492421,48592.6987127883,60036.6313806551,53698.4532876828,56163.3003238387,64966.325452967,67255.1119865404,55811.1793186736,50001.1827334489,52818.1507747699,0,55106.9373083433,53170.2717799351,0,54050.5742928479,54050.5742928479,0,50529.3642411966,47360.2751947104,124650.835828457,47360.2751947104,49120.880220536,47712.3961998755,0,0,36444.5240345912,27465.4384028804,0,0,31338.7694596968,36972.7055423389,0,39437.5525784949,44367.2466508067,65142.3859555496,0,39789.67358366,0,0,0,0,0,45775.7306714673,0,33275.4349881051,29402.1039312886,0,0,0,0,0,27289.3779002978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","305Of",14,"forereef","October","recovered","healthy",0,1406202.11496274,0,9148.50928682727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718539.166902892,0,765425.276997882,856529.181979203,745603.506876423,151331.591119601,0,199361.264875444,0,148663.275910943,91485.0928682727,97584.0990594909,137227.639302409,0,43074.2312254784,85767.2745640057,59846.4982513284,56796.9951557193,65564.3165555954,56034.619381817,60227.6861382795,98727.6627203443,54891.0557209636,54509.8678340125,60608.8740252307,0,58702.934590475,52985.1162862079,0,51460.3647384034,55653.4314948659,0,51841.5526253545,44217.7948863318,57178.1830426704,47648.485868892,43455.4191124295,37737.6008081625,38881.1644690159,0,43836.6069993807,32782.1582777977,0,0,0,67851.4438773023,0,51079.1768514523,67089.0681034,47648.485868892,0,58321.7467035239,0,0,37737.6008081625,0,0,45361.3585471852,0,42693.0433385273,0,0,39643.5402429182,0,0,0,37356.4129212114,0,0,30495.0309560909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","306Af",14,"forereef","August","recovered","recovering",0,1130894.73547146,0,25898.3527207205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2351817.07801971,0,680756.70008751,615394.190839978,0,334212.075586441,0,154156.86143286,471103.368538821,124558.744037751,78928.3130536244,99893.6462084934,131958.273386528,0,94960.6266426419,109759.685340196,150457.096758472,43163.9212012008,78928.3130536244,36997.6467438864,54263.2152243668,118392.469580437,56729.7250072925,39464.1565268122,44397.1760926637,0,53029.9603329039,56729.7250072925,0,53029.9603329039,56729.7250072925,0,36997.6467438864,51796.705441441,0,53029.9603329039,34531.1369609607,51796.705441441,117159.214688974,0,41930.666309738,61662.7445731441,0,88794.3521853274,0,39464.1565268122,0,0,0,0,0,0,0,0,0,0,49330.1956585153,0,0,32064.6271780349,0,49330.1956585153,0,0,0,32064.6271780349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","307Af2",14,"forereef","August","recovered","recovering",0,1154296.1706579,306.219968340071,10717.6988919025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143922.55334092,0,737454.238754976,535578.724626784,89263.1207711307,284631.460572096,0,182966.431083192,417684.036815857,126315.736940279,112918.613325401,102507.134401839,0,0,108861.198744895,0,0,58028.6840004434,58947.3439054636,54200.9343961925,57033.4691033382,0,54813.3743328727,55119.5943012128,55196.1492932978,0,64382.7483434999,53818.1594357675,0,57952.1290083584,57033.4691033382,0,51291.8446969619,47617.205076881,0,49377.9698948364,43866.0104647152,44937.7803539054,0,0,41722.4706863347,59636.3388342288,0,57492.7990558483,29014.3420002217,0,0,31234.4367706872,0,0,0,0,0,0,31234.4367706872,0,40497.5908129744,0,0,0,0,0,0,0,29167.4519843918,0,0,0,31464.1017469423,0,26488.0272614161,0,0,0,0,0,0,0,0,2143.5397783805,0,0,1607.65483378537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","309Af2",14,"forereef","August","recovered","recovering",0,1049768.74009336,3800.20540143848,2128.11502480555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474569.650531637,0,787402.559178052,429119.193930433,754720.792725681,87708.7406652,0,205363.099893735,0,123734.687870837,106709.767672392,106253.74302422,0,0,38154.0622304423,0,0,64603.4918244541,65211.5246886843,58675.1713982101,61107.3028551307,0,53050.8674040811,59891.2371266704,52290.8263237934,0,52746.8509719661,55482.9988610018,0,53202.8756201387,64907.5082565692,0,62779.3932317636,69923.779386468,61867.3439354184,42562.3004961109,43778.3662245713,42106.2758479383,0,0,40434.1854713054,0,0,0,28729.5528348749,0,0,0,0,0,0,0,0,0,23257.2570568035,0,0,0,0,0,35265.9061253491,0,0,0,35417.9143414066,0,18240.9859269047,0,28273.5281867023,0,0,0,0,0,0,0,0,0,0,4864.26291384125,760.041080287695,1064.05751240277,2888.15610509324,0,0,0,0,0,0,0,0,0,0,0,760.041080287695,0,0,0,0,0,0,0,0,0,0,0,1520.08216057539,0,0,0,0
"92","30BNMb2",1,"backreef","May","unknown","bleached",0,939872.506924393,4113.22760141966,91005.1606814101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11203917.832817,298723.154553103,0,0,0,2157902.03039479,0,0,0,0,0,0,499243.000122312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312091.144257717,0,0,215430.295624355,0,0,0,0,0,0,0,242166.275033583,0,0,139849.738448269,0,0,0,196406.617967789,0,0,0,0,0,126481.748743655,0,0,152189.421252528,0,0,137793.124647559,0,0,0,0,0,0,0,0,114656.219389573,0,0,0,0,0,0,0,96660.8486333621,0,0,0,64269.1812721822,0,0,7712.30175266187,0,5141.53450177458,0,0,3599.07415124221,0,0,2570.76725088729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","30NBOb2",1,"backreef","October","unknown","healthy",5606.39966301464,1.62728384384722,0,48242.4568346948,4470.96236097024,1091.09381729956,517.476262343417,0,617.961039700983,0,0,0,0,0,0,0,0,0,0,0,0,21.5615109309757,25.2228995796319,0,0,0,4.06820960961806,2.84774672673264,0,0,0,0,0,0,2.44092576577083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62728384384722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62728384384722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.611449789816,2.84774672673264,0,1.62728384384722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","310Of",14,"forereef","October","recovered","healthy",0,1401985.48432708,0,2753.43729592887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703422.245659947,0,754765.752884032,731442.519318517,1271440.1631201,147065.944982554,0,184966.199526516,0,123580.744517278,90053.5962668502,97504.0736558342,136862.030297641,0,36442.5524461174,102039.146849129,55878.5804173801,58955.95151283,49723.8382264802,54096.9445200143,55554.646617859,84870.6554745135,53611.0438207328,53125.1431214512,50047.7720260013,0,56040.5473171406,55392.6797180985,0,52639.2424221696,53449.0769209722,0,51991.3748231275,54744.8121190564,106898.153841944,54582.8452192959,45188.7650331856,49399.9044269592,0,0,49885.8051262408,31259.6116537807,0,0,56040.5473171406,53773.0107204933,0,43083.1953362988,55554.646617859,81145.4167800215,0,40005.8242408489,0,0,0,0,0,59927.7529113931,0,39034.0228422858,0,0,0,0,31907.4792528228,0,28344.2074580913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","311Af2",14,"forereef","August","recovered","recovering",0,1202884.35477426,1971.40293052324,4599.94017122089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2157864.79103523,0,751268.800106897,647113.011944253,253325.276572236,320188.692632483,0,161162.189570275,168719.23413728,107112.892558429,115655.638590697,98241.5793710747,0,0,81156.08730654,0,0,53556.4462792146,67027.6996377901,57499.2521402611,51585.0433486914,0,60292.0729585024,47806.5210651885,49942.2075732554,201740.233223545,61442.0580013076,46985.1031774705,0,61442.0580013076,56349.2670974559,0,49613.6404181682,46327.9688672961,0,44027.9987816856,49777.9239957118,48792.2225304501,0,0,42056.5958511624,53392.162701671,0,40578.04365327,32856.7155087206,0,0,38606.6407227467,0,0,0,0,0,0,29242.4768027614,0,34335.2677066131,0,0,0,32199.5811985462,0,0,0,31213.8797332846,0,0,0,27435.3574497817,31378.1633108282,0,0,0,0,0,0,0,0,0,3942.80586104648,0,657.134310174413,3121.38797332846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657.134310174413,0,0,0,0,0,0,0,0,0,0,0
"96","311Of",14,"forereef","October","recovered","healthy",0,1120148.82676614,0,5729.66151798538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1390338.17772364,134647.045672656,761149.72227987,590871.344042242,373323.258281235,215220.410769326,32945.5537284159,191406.505085199,95613.726581381,135363.253362405,98120.4534954996,106177.790005167,92927.9477448253,0,51387.9017394314,98836.6611852478,98478.5573403737,52283.1613516166,53715.5767311129,59266.1863266613,58191.874792039,80752.4170191064,51208.8498169943,54968.9401881722,59087.1344042242,108505.464996848,54789.8882657352,55506.0959554833,0,61414.8093959058,53715.5767311129,0,56759.4594125427,47627.8113682535,42435.3056175792,51208.8498169943,49418.3305926239,51029.7978945573,60877.6536285946,0,33840.8133406011,39212.3710137124,0,0,52641.2651964907,44404.8767643867,0,35273.2287200975,35989.4364098457,0,0,0,0,0,0,0,29722.6191245491,0,0,29006.411434801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
