sample,analysis_type_uid,PC1,PC2,PC3,PC4,PC5
A1,21,-0.21708491606279068,-0.06079613668518376,0.09275406666533899,-0.00987294825523306,0.0
A1/3040_A-A1ee,22,-0.15786050522606834,-0.02917356417834334,-0.11404410176391871,-0.00775020188534407,0.0
A1-A1bn-A1ac-A1ad,23,-0.21024218258757166,0.1606148298876015,0.014388321984301124,0.001960767037346676,0.0
A1ee,24,0.7771435874293418,0.0024806319482137667,0.006688999556831346,5.3663388049468546e-05,0.0
A1-3040-A1ee-3042,40,-0.1919559835529114,-0.07312576097228837,0.00021271355744682108,0.015608719715178618,0.0
proportion_explained,0,0.928879327657288,0.04380054130801999,0.026823180225608437,0.0004969508090836662,0.0
